gene_name,uniprot_entry,seq_length,saps_propensity,pdps_propensity,mix_ps_propensity,saps_psregion_length,pdps_psregion_length,mix_psregion_length
CNGA1,CNGA1_HUMAN,686,0.12230122,0.45391512,0.51100266,0,0,50
GNA11,GNA11_HUMAN,359,0.01123414,0.4239677,0.19064006,0,0,0
ALDH4A1,AL4A1_HUMAN,563,0.0696073,0.13543902,0.15678124,0,0,0
PBLD,PBLD_HUMAN,288,0.0041357772,0.21022686,0.14345212,0,0,0
ERP29,ERP29_HUMAN,261,0.003987575,0.088103086,0.17168859,0,0,0
PRDX6,PRDX6_HUMAN,224,0.00079325726,0.04894768,0.29590034,0,0,0
BLVRB,BLVRB_HUMAN,206,0.000921051,0.005431769,0.27827406,0,0,0
PRDX5,PRDX5_HUMAN,214,0.020127956,0.001889633,0.3078993,0,0,0
DDT,DOPD_HUMAN,118,0.0013657213,0.024951434,0.1460469,0,0,0
GCHFR,GFRP_HUMAN,84,0.00024535396,0.022282371,0.12053424,0,0,0
PRDX3,PRDX3_HUMAN,256,1.8587472e-05,0.0014289113,0.21682695,0,0,0
ATP5F1D,ATPD_HUMAN,168,0.053314753,0.18264529,0.30452394,0,0,0
RPL12,RL12_HUMAN,165,0.03278007,0.42647967,0.40455168,0,0,0
ECHS1,ECHM_HUMAN,290,0.07461853,0.0066016265,0.089077026,0,0,0
CMPK1,KCY_HUMAN,196,0.005255908,0.30119008,0.2699881,0,0,0
PEBP1,PEBP1_HUMAN,187,0.004309275,0.056314886,0.19090398,0,0,0
PDIA3,PDIA3_HUMAN,505,0.0014452783,0.27539068,0.27839485,0,0,0
PPP2R1A,2AAA_HUMAN,589,0.0014153478,0.5011971,0.4859336,0,0,0
PPP2R1B,2AAB_HUMAN,601,0.19549462,0.58471215,0.5841655,0,0,0
CD6,CD6_HUMAN,668,0.3630163,0.42729416,0.46837133,0,0,0
CDC27,CDC27_HUMAN,824,0.08572746,0.4273897,0.3452682,0,0,0
FCER1G,FCERG_HUMAN,86,0.0029955918,0.0015197365,0.047435246,0,0,0
CCND2,CCND2_HUMAN,289,0.0024117662,0.1341678,0.20252514,0,0,0
CCND3,CCND3_HUMAN,292,0.008299961,0.045694023,0.18614593,0,0,0
WEE1,WEE1_HUMAN,646,0.12908447,0.2532328,0.5424962,0,0,40
MIP,MIP_HUMAN,263,0.94663143,0.0012689957,0.24888702,166,0,0
CDC25A,MPIP1_HUMAN,524,0.02628928,0.112746954,0.29204047,0,0,0
CDC25B,MPIP2_HUMAN,580,0.17791793,0.35891405,0.38691083,0,0,0
CDC25C,MPIP3_HUMAN,473,0.011424562,0.06392871,0.16803798,0,0,0
PPIF,PPIF_HUMAN,207,0.0047716955,0.044678625,0.19864953,0,0,0
BDKRB2,BKRB2_HUMAN,391,0.015312975,4.8467123e-06,0.02352157,0,0,0
NKTR,NKTR_HUMAN,1462,0.6595771,0.5506202,0.69421166,122,82,308
NMT1,NMT1_HUMAN,496,0.34925544,0.5573473,0.6663683,0,38,85
HLA-F,HLAF_HUMAN,346,0.3396637,0.26368144,0.253781,0,0,0
AVPR2,V2R_HUMAN,371,0.19791614,1.7164868e-05,0.024360865,0,0,0
HMOX2,HMOX2_HUMAN,316,0.0038582436,0.5499079,0.23104207,0,0,0
ADSS2,PURA2_HUMAN,456,0.22056556,0.32550701,0.29485545,0,0,0
AXL,UFO_HUMAN,894,0.059643216,0.28810698,0.4078811,0,0,0
SLC6A1,SC6A1_HUMAN,599,0.00016106253,0.16518009,0.17076495,0,0,0
CHRNA5,ACHA5_HUMAN,468,0.0030121855,0.009470055,0.08774449,0,0,0
LRPAP1,AMRP_HUMAN,357,0.033013623,0.07485633,0.19382448,0,0,0
TSPO,TSPO_HUMAN,169,0.005090297,2.5451754e-05,0.023966074,0,0,0
ADORA1,AA1R_HUMAN,326,0.002409428,1.654444e-05,0.027270619,0,0,0
GRPR,GRPR_HUMAN,384,0.012704368,2.3589035e-05,0.01174351,0,0,0
AGTR1,AGTR1_HUMAN,359,0.0008695853,7.249257e-06,0.01067536,0,0,0
OXTR,OXYR_HUMAN,389,0.1513114,0.05377535,0.08947987,0,0,0
ADSL,PUR8_HUMAN,484,0.13484034,0.20091613,0.21214223,0,0,0
PKLR,KPYR_HUMAN,574,0.08980106,0.09312157,0.36974996,0,0,0
CLIP1,CLIP1_HUMAN,1438,0.60387576,0.89881736,0.7493172,56,1044,387
SRI,SORCN_HUMAN,198,0.75295794,0.56158155,0.7691597,42,41,45
GNA15,GNA15_HUMAN,374,0.030660931,0.15558085,0.15638079,0,0,0
GSTT1,GSTT1_HUMAN,240,0.035395794,0.010415781,0.26206276,0,0,0
SERPINB1,ILEU_HUMAN,379,0.007821389,0.5543734,0.19605811,0,0,0
GCH1,GCH1_HUMAN,250,0.07384856,0.3652485,0.41439167,0,0,0
SLC7A1,CTR1_HUMAN,629,0.040553477,0.044279885,0.10698845,0,0,0
ALDH1B1,AL1B1_HUMAN,517,0.036988467,0.24133277,0.3146818,0,0,0
ALDH3A1,AL3A1_HUMAN,453,0.015756456,0.08430522,0.26082003,0,0,0
SSTR1,SSR1_HUMAN,391,0.028178522,0.00014852735,0.047466453,0,0,0
SSTR2,SSR2_HUMAN,369,0.022184536,8.1160215e-06,0.026637945,0,0,0
POLR2B,RPB2_HUMAN,1174,0.10805211,0.54550016,0.41784358,0,0,0
CHRNB4,ACHB4_HUMAN,498,0.00022218609,0.0114709465,0.04460282,0,0,0
HTR1F,5HT1F_HUMAN,366,0.16700062,0.00079996994,0.040796608,0,0,0
GNRHR,GNRHR_HUMAN,328,0.00032806216,1.1512059e-06,0.003966044,0,0,0
CALCR,CALCR_HUMAN,474,0.43469128,0.16457263,0.33512765,66,0,0
NTSR1,NTR1_HUMAN,418,0.0420037,0.0003894325,0.041617315,0,0,0
NTS,NEUT_HUMAN,170,0.00012432758,0.0013122909,0.052117903,0,0,0
LCN1,LCN1_HUMAN,176,0.030274365,0.16408545,0.1923574,0,0,0
SDHA,SDHA_HUMAN,664,0.047818,0.0786733,0.30846256,0,0,0
CORO1A,COR1A_HUMAN,461,0.09267047,0.23149236,0.49271002,0,0,0
GDI1,GDIA_HUMAN,447,0.035687875,0.48197943,0.2537076,0,0,0
S100A7,S10A7_HUMAN,101,0.00047534535,0.042179413,0.08918512,0,0,0
MAPK4,MK04_HUMAN,587,0.02661337,0.47300187,0.47376847,0,0,0
MAT2A,METK2_HUMAN,395,0.04687443,0.38014284,0.2601142,0,0,0
SRD5A2,S5A2_HUMAN,254,0.0028424654,0.0006763642,0.031992447,0,0,0
HOXD3,HXD3_HUMAN,432,0.72954744,0.5992912,0.7523037,122,56,272
HOXA10,HXA10_HUMAN,410,0.741538,0.4269116,0.7618715,124,0,125
HOXA7,HXA7_HUMAN,230,0.65120876,0.52149624,0.746235,88,0,152
HOXA9,HXA9_HUMAN,272,0.29193276,0.49916062,0.6097321,0,0,47
HOXA11,HXA11_HUMAN,313,0.31645575,0.36968663,0.4413406,0,0,31
HOXA13,HXA13_HUMAN,388,0.7393216,0.60794514,0.7826968,113,110,271
HOXC8,HXC8_HUMAN,242,0.31176433,0.14272967,0.53677124,0,0,0
HOXC9,HXC9_HUMAN,260,0.14331006,0.3838529,0.50795335,0,0,62
HOXC13,HXC13_HUMAN,330,0.38138756,0.16183355,0.49697202,0,0,0
TLX1,TLX1_HUMAN,330,0.8184679,0.6251024,0.8171026,144,46,196
PRKAR1B,KAP1_HUMAN,381,0.16259658,0.26614448,0.32525253,0,0,0
PRKAR2B,KAP3_HUMAN,418,0.6583909,0.62794304,0.67793226,76,133,93
CPS1,CPSM_HUMAN,1500,0.009948684,0.52247363,0.3874405,0,33,0
RRM2,RIR2_HUMAN,389,0.004653774,0.18748175,0.13734813,0,0,0
CD52,CD52_HUMAN,61,0.00090813136,6.433141e-05,0.03657389,0,0,0
FGF9,FGF9_HUMAN,208,0.08232193,0.30678117,0.2633024,0,0,0
SSTR4,SSR4_HUMAN,388,0.080202244,0.00018100231,0.03444139,0,0,0
CASQ1,CASQ1_HUMAN,396,0.00678915,0.56957895,0.47468895,0,204,0
SDC4,SDC4_HUMAN,198,0.00059649453,0.00031614365,0.04144826,0,0,0
TIA1,TIA1_HUMAN,386,0.95204973,0.8608836,0.88117903,101,237,386
FMO4,FMO4_HUMAN,558,0.013271148,0.012181891,0.23801109,0,0,0
FMO3,FMO3_HUMAN,532,0.00085041474,0.019085273,0.23445506,0,0,0
HIVEP2,ZEP2_HUMAN,2446,0.6852404,0.609923,0.7088987,136,174,612
SLC5A2,SC5A2_HUMAN,672,0.047566958,0.11132475,0.21940258,0,0,0
SLC6A6,SC6A6_HUMAN,620,0.001082575,0.0012863225,0.033938818,0,0,0
GABRA5,GBRA5_HUMAN,462,0.024066603,0.19115533,0.13833955,0,0,0
SLC6A4,SC6A4_HUMAN,630,0.0004839953,0.031978115,0.11203657,0,0,0
DNAJA1,DNJA1_HUMAN,397,0.7867449,0.6493031,0.71233326,54,269,153
AKT1,AKT1_HUMAN,480,0.008442634,0.6295287,0.60563624,0,79,81
AKT2,AKT2_HUMAN,481,0.006801609,0.5541338,0.5364481,0,32,31
IL2RG,IL2RG_HUMAN,369,0.00025094734,2.0594109e-05,0.013414157,0,0,0
UQCRC1,QCR1_HUMAN,480,0.015360819,0.008451401,0.11096559,0,0,0
HIBADH,3HIDH_HUMAN,336,0.009130912,0.0031567714,0.33603874,0,0,0
ATIC,PUR9_HUMAN,592,0.03160365,0.35555425,0.26068744,0,0,0
APOBEC3A,ABC3A_HUMAN,199,0.0034759357,0.03438133,0.164246,0,0,0
HNRNPH3,HNRH3_HUMAN,346,0.9224593,0.8848933,0.8783709,177,264,346
HNRNPH1,HNRH1_HUMAN,449,0.9191555,0.8858984,0.86021173,182,391,449
CASP14,CASPE_HUMAN,242,0.027558828,0.21328907,0.23177655,0,0,0
YWHAB,1433B_HUMAN,246,0.009981908,0.37394696,0.37533084,0,0,0
SFN,1433S_HUMAN,248,0.008670902,0.29548287,0.38986623,0,0,0
STIP1,STIP1_HUMAN,543,0.07820396,0.63570184,0.61336774,0,47,135
S100A11,S10AB_HUMAN,105,0.00024411143,0.039520957,0.07944614,0,0,0
FCGR2B,FCG2B_HUMAN,310,0.022861825,0.015656298,0.119643524,0,0,0
FCGR2C,FCG2C_HUMAN,323,0.09958479,0.05027511,0.19642857,0,0,0
CEACAM8,CEAM8_HUMAN,349,0.004479635,0.00021296318,0.14756736,0,0,0
L1CAM,L1CAM_HUMAN,1257,0.0072993943,0.01842564,0.1587134,0,0,0
INPP5B,I5P2_HUMAN,993,0.01972659,0.2556594,0.30815876,0,0,0
PRDX2,PRDX2_HUMAN,198,6.8434565e-05,0.15055412,0.38479218,0,0,0
ARRB2,ARRB2_HUMAN,409,0.012206996,0.41585636,0.19144641,0,0,0
GK,GLPK_HUMAN,559,0.25941914,0.30865392,0.3444522,0,0,0
CCKAR,CCKAR_HUMAN,428,0.2032125,0.00040677824,0.07353485,0,0,0
CCKBR,GASR_HUMAN,447,0.17399906,1.928479e-05,0.029302875,0,0,0
VIPR1,VIPR1_HUMAN,457,0.18312454,8.041391e-05,0.06976564,0,0,0
OTX1,OTX1_HUMAN,354,0.6515825,0.2483041,0.6834425,99,0,175
OTX2,OTX2_HUMAN,289,0.28050607,0.21054693,0.55176544,0,0,0
MC4R,MC4R_HUMAN,332,0.048533525,1.1432924e-05,0.010848651,0,0,0
CCR1,CCR1_HUMAN,355,0.00015375481,2.907525e-05,0.011579399,0,0,0
BRS3,BRS3_HUMAN,399,0.028364863,0.0030618757,0.065495566,0,0,0
CCR7,CCR7_HUMAN,378,0.0031649836,2.18051e-06,0.007955527,0,0,0
GPR183,GP183_HUMAN,361,0.008915529,3.3530436e-05,0.033072576,0,0,0
CHRNA3,ACHA3_HUMAN,505,0.0056805043,0.002343676,0.06139965,0,0,0
GRK4,GRK4_HUMAN,578,0.008933609,0.44714212,0.47689408,0,0,33
CXCR5,CXCR5_HUMAN,372,0.0013910765,2.3810346e-06,0.0056015872,0,0,0
CDA,CDD_HUMAN,146,0.014154432,0.16121289,0.46323094,0,0,0
DCTD,DCTD_HUMAN,178,3.4940116e-05,0.01965034,0.22180605,0,0,0
PYCR1,P5CR1_HUMAN,319,0.07613168,0.0094813295,0.38146174,0,0,0
SLC8A1,NAC1_HUMAN,973,0.18020768,0.631024,0.48269305,0,310,0
GBP1,GBP1_HUMAN,592,0.2124109,0.33342168,0.20818713,0,0,0
GBP2,GBP2_HUMAN,591,0.16608539,0.37490502,0.29674572,0,0,0
ELF1,ELF1_HUMAN,619,0.6327809,0.65540326,0.7665942,97,202,441
SSTR3,SSR3_HUMAN,418,0.32183164,0.03268438,0.26000565,0,0,0
HPD,HPPD_HUMAN,393,0.009696575,0.41139126,0.36551023,0,0,0
GTF2H1,TF2H1_HUMAN,548,0.22661678,0.57458586,0.44897708,0,146,45
STX2,STX2_HUMAN,288,0.20266505,0.49752957,0.27863425,0,0,0
IFNA8,IFNA8_HUMAN,189,6.9656686e-05,0.00028402236,0.018508354,0,0,0
DSG3,DSG3_HUMAN,999,0.63269323,0.39532706,0.5530312,192,0,65
CSF2RB,IL3RB_HUMAN,897,0.12199706,0.02797094,0.21671529,0,0,0
CTH,CGL_HUMAN,405,0.031342935,0.0018943883,0.26938048,0,0,0
ICAM3,ICAM3_HUMAN,547,0.00094669795,0.0005972562,0.041515548,0,0,0
RPL9,RL9_HUMAN,192,0.032725524,0.3490648,0.46085224,0,0,0
CD70,CD70_HUMAN,193,0.02206336,4.1375206e-05,0.024532646,0,0,0
TNFSF8,TNFL8_HUMAN,234,0.0022435007,0.0020692977,0.03823087,0,0,0
MC5R,MC5R_HUMAN,325,0.0142390635,8.1000535e-06,0.009912399,0,0,0
CIITA,C2TA_HUMAN,1130,0.04903015,0.46850404,0.39688343,0,0,0
ACSL1,ACSL1_HUMAN,698,0.012170352,0.025822094,0.28060713,0,0,0
CDH5,CADH5_HUMAN,784,0.2162666,0.31544778,0.34344092,0,0,0
KIF5B,KINH_HUMAN,963,0.5136558,0.8048431,0.570213,0,257,107
CSTF2,CSTF2_HUMAN,577,0.92207515,0.8858989,0.8853518,398,406,577
LSP1,LSP1_HUMAN,339,0.36934537,0.24152024,0.37336963,0,0,0
CYP2C18,CP2CI_HUMAN,490,0.0026140814,0.0051286872,0.08862939,0,0,0
CYP2C19,CP2CJ_HUMAN,490,0.0011015914,0.004978686,0.080881074,0,0,0
DUT,DUT_HUMAN,252,0.030632949,0.11199634,0.21072778,0,0,0
GUCY1A2,GCYA2_HUMAN,732,0.39811945,0.49687243,0.37278518,0,35,0
ABCC1,MRP1_HUMAN,1531,0.07048216,0.19775526,0.21552971,0,0,0
CD80,CD80_HUMAN,288,0.05078445,6.8722356e-06,0.043466635,0,0,0
S100A5,S10A5_HUMAN,92,3.0213476e-05,0.045421816,0.07836431,0,0,0
S100A3,S10A3_HUMAN,101,0.0138192605,0.11906459,0.15103295,0,0,0
H2BC3,H2B1B_HUMAN,126,0.0036330298,0.5473546,0.5019339,0,33,33
ABCD1,ABCD1_HUMAN,745,0.060027838,0.15599176,0.27869612,0,0,0
MAN1A1,MA1A1_HUMAN,653,0.0307133,0.21572681,0.2020268,0,0,0
KDELR2,ERD22_HUMAN,212,0.00019579715,0.00028532222,0.017024552,0,0,0
TTK,TTK_HUMAN,857,0.23696709,0.3946219,0.53156245,0,0,58
MCM4,MCM4_HUMAN,863,0.6262928,0.7500869,0.6589651,67,183,92
MCM5,MCM5_HUMAN,734,0.4059151,0.6148085,0.5603205,0,44,39
MCM7,MCM7_HUMAN,719,0.2604304,0.6970493,0.57161295,0,236,124
GALNS,GALNS_HUMAN,522,0.011413496,0.00032222923,0.12918139,0,0,0
RNASE4,RNAS4_HUMAN,147,0.091277316,0.00023435017,0.062860094,0,0,0
NTF4,NTF4_HUMAN,210,0.07653284,0.00017059539,0.08436094,0,0,0
SDC2,SDC2_HUMAN,201,0.0002368826,0.0037696448,0.044596475,0,0,0
CD68,CD68_HUMAN,354,0.2503037,0.0074099414,0.26501793,0,0,0
SHMT1,GLYC_HUMAN,483,0.02295134,0.10717914,0.19007377,0,0,0
SHMT2,GLYM_HUMAN,504,0.22163272,0.04044331,0.23207343,0,0,0
GABRA3,GBRA3_HUMAN,492,0.008885836,0.23555687,0.14146468,0,0,0
EVI2B,EVI2B_HUMAN,448,0.19853273,0.07122052,0.21557876,0,0,0
EPHX2,HYES_HUMAN,555,5.805784e-05,0.15062167,0.086682886,0,0,0
RYK,RYK_HUMAN,607,0.028032715,0.1874351,0.37635112,0,0,0
HSPA1L,HS71L_HUMAN,641,0.2583448,0.7560024,0.5452556,0,135,32
HSPA4,HSP74_HUMAN,840,0.39533073,0.74357283,0.6678449,35,252,146
GRK5,GRK5_HUMAN,590,0.022957698,0.5279162,0.49369937,0,35,52
MPI,MPI_HUMAN,423,0.01605862,0.21011968,0.1874795,0,0,0
HTR7,5HT7R_HUMAN,479,0.17228311,0.0060685873,0.036100022,0,0,0
CNR2,CNR2_HUMAN,360,0.02807518,2.1602946e-05,0.015004891,0,0,0
TRHR,TRFR_HUMAN,398,0.09283109,0.0049266093,0.057304777,0,0,0
OR1D2,OR1D2_HUMAN,312,0.0004751524,2.5386484e-08,0.0014745141,0,0,0
CRHR1,CRFR1_HUMAN,415,0.056405824,0.00013396895,0.03607279,0,0,0
PRSS3,TRY3_HUMAN,304,0.054195933,5.326998e-05,0.04489574,0,0,0
GPC1,GPC1_HUMAN,558,0.3415529,0.26411247,0.2936145,0,0,0
BTC,BTC_HUMAN,178,0.036135685,0.0024343086,0.13134165,0,0,0
PFN2,PROF2_HUMAN,140,0.082920745,0.06452527,0.30760804,0,0,0
USP6,UBP6_HUMAN,1406,0.28146642,0.46464914,0.41138506,0,0,0
GJA4,CXA4_HUMAN,333,0.09755303,0.022627365,0.10848503,0,0,0
CA5A,CAH5A_HUMAN,305,0.05045716,0.010559892,0.12295332,0,0,0
CA8,CAH8_HUMAN,290,0.15619478,0.2757325,0.3932758,0,0,0
CTNNA1,CTNA1_HUMAN,906,0.31195438,0.61948365,0.46389708,0,143,0
CTNNB1,CTNB1_HUMAN,781,0.52401084,0.8447889,0.70647347,32,305,491
IL13,IL13_HUMAN,146,0.00025248568,3.7744823e-05,0.01715811,0,0,0
BMI1,BMI1_HUMAN,326,0.06516277,0.41614836,0.4268368,0,43,0
PCGF2,PCGF2_HUMAN,344,0.10911603,0.39077228,0.389449,0,0,0
NOS2,NOS2_HUMAN,1153,0.034140535,0.43150455,0.37050384,0,0,0
PHB1,PHB1_HUMAN,272,0.07153069,0.19120124,0.27024162,0,0,0
PTPN7,PTN7_HUMAN,360,0.112880304,0.07787745,0.21966457,0,0,0
SERPINB6,SPB6_HUMAN,376,0.0010932771,0.13497308,0.11800158,0,0,0
NF2,MERL_HUMAN,595,0.52859735,0.68696916,0.63783824,0,358,110
RDX,RADI_HUMAN,583,0.55144376,0.7336863,0.6771169,0,502,243
RCVRN,RECO_HUMAN,200,0.0006964648,0.11691122,0.11880962,0,0,0
RPA3,RFA3_HUMAN,121,0.0002278599,0.32287496,0.45600492,0,0,0
SFTPD,SFTPD_HUMAN,375,0.3823896,0.098638505,0.4736804,0,0,80
RFC4,RFC4_HUMAN,363,0.0012551214,0.22283137,0.19451994,0,0,0
RFC2,RFC2_HUMAN,354,0.0045327586,0.342823,0.3154335,0,0,0
RFC1,RFC1_HUMAN,1148,0.12194061,0.67752904,0.7002111,0,323,309
RPL22,RL22_HUMAN,128,0.00049961987,0.57851845,0.4906432,0,32,0
GTF2F1,T2FA_HUMAN,517,0.745831,0.6960941,0.72664034,71,251,442
SPR,SPRE_HUMAN,261,0.00017765249,4.0473657e-05,0.060825057,0,0,0
ADM,ADML_HUMAN,185,0.0022866842,7.985158e-05,0.040454116,0,0,0
SPRR1A,SPR1A_HUMAN,89,0.54622006,0.16107841,0.78746426,0,0,89
SPRR2A,SPR2A_HUMAN,72,0.5356042,0.18283603,0.8329175,72,0,72
SSTR5,SSR5_HUMAN,364,0.044846557,0.0007983477,0.039341394,0,0,0
ADRA1A,ADA1A_HUMAN,466,0.17525293,0.00015816078,0.043530665,0,0,0
PTGS2,PGH2_HUMAN,604,0.06748238,0.27962464,0.17045398,0,0,0
HRH1,HRH1_HUMAN,487,0.029283661,0.013159921,0.09021078,0,0,0
ADRA1B,ADA1B_HUMAN,520,0.26206896,0.00041420176,0.110900566,37,0,0
OPRM1,OPRM_HUMAN,400,0.19635637,0.0046174484,0.058434416,0,0,0
RORA,RORA_HUMAN,523,0.31555718,0.5845267,0.59618723,0,86,98
PTGER4,PE2R4_HUMAN,488,0.22922722,0.021792535,0.05229848,0,0,0
APLNR,APJ_HUMAN,380,0.14050344,0.00044653984,0.11184476,0,0,0
THBS2,TSP2_HUMAN,1172,0.619069,0.32140937,0.71787775,146,0,206
THBS4,TSP4_HUMAN,961,0.36379027,0.3556872,0.5252544,0,0,47
HOXD12,HXD12_HUMAN,270,0.419324,0.22626853,0.43053254,0,0,0
HOXD13,HXD13_HUMAN,343,0.32521433,0.32260412,0.5385169,0,0,39
DRD3,DRD3_HUMAN,400,0.27067614,0.00043530102,0.08104757,0,0,0
IDUA,IDUA_HUMAN,653,0.02976724,0.024366906,0.16177273,0,0,0
SCN1A,SCN1A_HUMAN,2009,0.067108616,0.31767792,0.3183345,0,0,0
SCN4A,SCN4A_HUMAN,1836,0.10594566,0.35772112,0.39320192,0,0,31
UGT1A3,UD13_HUMAN,534,0.0002830732,0.0021155565,0.07399588,0,0,0
UGT1A5,UD15_HUMAN,534,0.00031055277,0.0023726183,0.07259792,0,0,0
CBS,CBS_HUMAN,551,0.022999322,0.12218835,0.16149858,0,0,0
CLCN1,CLCN1_HUMAN,988,0.46038747,0.2686811,0.41444454,0,0,0
KRT9,K1C9_HUMAN,623,0.9857025,0.6825558,0.9106201,320,98,315
MSX2,MSX2_HUMAN,267,0.0024524662,0.03399823,0.29905048,0,0,0
FBN1,FBN1_HUMAN,2871,0.1554094,0.4855682,0.6209732,0,69,65
FBN2,FBN2_HUMAN,2912,0.4867463,0.46286765,0.78607833,70,36,89
GCK,HXK4_HUMAN,465,0.07161181,0.4025875,0.32222357,0,0,0
PCK1,PCKGC_HUMAN,622,0.02427128,0.26524773,0.28653774,0,0,0
IRS1,IRS1_HUMAN,1242,0.7587927,0.64253587,0.74551874,402,199,488
AGL,GDE_HUMAN,1532,0.029464234,0.33201522,0.27259165,0,0,0
G6PC1,G6PC1_HUMAN,357,0.00035282085,4.7129426e-05,0.04321161,0,0,0
MYH9,MYH9_HUMAN,1960,0.5228096,0.92597723,0.59834063,0,1574,41
MYH10,MYH10_HUMAN,1976,0.47105765,0.9180875,0.56598306,0,1540,116
TIE1,TIE1_HUMAN,1138,0.044103585,0.12000672,0.3383952,0,0,0
COPB2,COPB2_HUMAN,906,0.058610916,0.6163257,0.4568408,0,58,0
ACTN2,ACTN2_HUMAN,894,0.44264024,0.6332992,0.5181676,0,367,34
SOAT1,SOAT1_HUMAN,550,1.6363387e-05,0.00095543324,0.038965844,0,0,0
ADD1,ADDA_HUMAN,737,0.6434705,0.6447835,0.56474054,80,172,114
ADD2,ADDB_HUMAN,726,0.35417098,0.6144092,0.57821083,0,171,102
BSG,BASI_HUMAN,385,0.000331231,1.8183364e-05,0.054780137,0,0,0
TIMP3,TIMP3_HUMAN,211,0.0047659446,0.00293108,0.086958736,0,0,0
GRK3,ARBK2_HUMAN,688,0.02598308,0.44892207,0.374345,0,0,0
FUS,FUS_HUMAN,526,0.9970663,0.9508594,0.9376065,445,353,526
DDIT3,DDIT3_HUMAN,169,0.50735635,0.51568025,0.55262196,34,0,42
NUP214,NU214_HUMAN,2090,0.98989856,0.78950554,0.9229619,462,467,965
DEK,DEK_HUMAN,375,0.58863693,0.7152988,0.6801623,43,193,171
ATP7B,ATP7B_HUMAN,1465,0.16754799,0.5458375,0.62569505,0,59,143
HNF1B,HNF1B_HUMAN,557,0.46990275,0.2603374,0.71331817,0,0,222
SOX5,SOX5_HUMAN,763,0.7180871,0.68174255,0.78009427,203,259,465
SOX6,SOX6_HUMAN,828,0.7469293,0.7015565,0.76777786,276,252,520
SOX18,SOX18_HUMAN,384,0.31684458,0.5548177,0.6228319,0,0,138
SOX11,SOX11_HUMAN,441,0.6311091,0.61758375,0.7568714,74,137,233
MYH11,MYH11_HUMAN,1972,0.42174476,0.9302565,0.5680903,0,1512,37
GLRX,GLRX1_HUMAN,106,0.0012681454,0.014875176,0.3107118,0,0,0
ZNF93,ZNF93_HUMAN,620,0.60815334,0.19259319,0.809111,176,0,463
CHKA,CHKA_HUMAN,457,0.0392578,0.006676059,0.07702469,0,0,0
PPM1A,PPM1A_HUMAN,382,0.00043695018,0.22457111,0.1810174,0,0,0
IGFALS,ALS_HUMAN,605,0.0036605329,0.0006268759,0.09670503,0,0,0
AHR,AHR_HUMAN,848,0.4427845,0.49536213,0.59989595,34,0,130
KRT20,K1C20_HUMAN,424,0.7021094,0.7390599,0.5345048,131,116,59
KRT2,K22E_HUMAN,639,0.964888,0.83172834,0.9068181,292,177,288
PDE6B,PDE6B_HUMAN,854,0.022044463,0.313872,0.23926668,0,0,0
HMGCL,HMGCL_HUMAN,325,0.00025573437,0.003713857,0.17439094,0,0,0
FLT4,VGFR3_HUMAN,1363,0.11693175,0.18377754,0.32996604,0,0,0
KDR,VGFR2_HUMAN,1356,0.0527368,0.33818394,0.48470932,0,0,31
PSMC2,PRS7_HUMAN,433,0.056023907,0.655292,0.38989544,0,36,0
SLC16A2,MOT8_HUMAN,539,0.05652396,0.058110017,0.26260433,0,0,0
CHI3L1,CH3L1_HUMAN,383,0.0032160194,0.010616301,0.17587546,0,0,0
GGT2P,GGT2_HUMAN,569,0.17903523,0.33991268,0.2483296,0,0,0
GGT5,GGT5_HUMAN,586,0.09311716,0.03152317,0.11848055,0,0,0
GJA5,CXA5_HUMAN,358,0.16901574,0.021162802,0.17643192,0,0,0
GJC1,CXG1_HUMAN,396,0.2597654,0.46191955,0.38379163,0,46,0
TCF7,TCF7_HUMAN,384,0.40977877,0.47448763,0.6081893,0,0,97
ARL2,ARL2_HUMAN,184,7.110216e-05,0.259288,0.10371111,0,0,0
ARL3,ARL3_HUMAN,182,2.4902325e-05,0.40194735,0.1427689,0,0,0
TRIM23,TRI23_HUMAN,574,0.12316406,0.19394104,0.20798533,0,0,0
MAP2K2,MP2K2_HUMAN,400,0.052142978,0.5761039,0.5769863,0,37,44
ZNF76,ZNF76_HUMAN,570,0.76015186,0.64400655,0.77410877,150,133,506
ATP5F1C,ATPG_HUMAN,298,0.004687269,0.25564608,0.1700473,0,0,0
ATP6V1E1,VATE1_HUMAN,226,0.054628223,0.4008844,0.27867547,0,0,0
CHRNA7,ACHA7_HUMAN,502,0.013321477,0.0025006454,0.058348227,0,0,0
CPOX,HEM6_HUMAN,454,0.005000599,0.083303556,0.16994764,0,0,0
ARR3,ARRC_HUMAN,388,0.015515419,0.26012772,0.24430323,0,0,0
RPL4,RL4_HUMAN,427,0.24496774,0.7570858,0.7561006,0,73,82
NUDT1,8ODP_HUMAN,156,3.5720303e-05,0.03756216,0.41786703,0,0,34
LONP1,LONM_HUMAN,959,0.40859613,0.73790175,0.61768204,0,240,117
PGM1,PGM1_HUMAN,562,0.0074209413,0.34738055,0.19034834,0,0,0
PPP1CC,PP1G_HUMAN,323,0.0023056276,0.087758005,0.22836892,0,0,0
FLT3,FLT3_HUMAN,993,0.0014314407,0.08137508,0.27706903,0,0,0
BMPR1A,BMR1A_HUMAN,532,0.02253428,0.06579868,0.34846872,0,0,0
ACVR1B,ACV1B_HUMAN,505,0.03555454,0.034761015,0.3097827,0,0,0
